x;p1;p2;p3;p4
18.88;7.28838e-006;-1.35729e-005;-9.08846e-006;1.26025e-005
18.885;3.87238e-006;-1.3619e-005;-1.03724e-005;1.22747e-005
18.89;5.27668e-006;-1.37624e-005;-1.09407e-005;1.18898e-005
18.895;-6.70411e-006;-1.15667e-005;-1.07214e-005;1.14501e-005
18.9;-6.93683e-007;-4.2109e-006;-9.70365e-006;1.09588e-005
18.905;-2.49202e-006;8.45414e-006;-7.93605e-006;1.0419e-005
18.91;3.64329e-006;2.22804e-005;-5.51974e-006;9.83433e-006
18.915;3.51462e-006;3.06808e-005;-2.59831e-006;9.2087e-006
18.92;-7.74556e-006;2.90384e-005;6.54722e-007;8.5463e-006
18.925;5.543e-006;1.82669e-005;4.04948e-006;7.85159e-006
18.93;1.50499e-006;4.46308e-006;7.39315e-006;7.12925e-006
18.935;-3.73395e-006;-5.42586e-006;1.05023e-005;6.38422e-006
18.94;2.24263e-006;-8.70051e-006;1.32134e-005;5.62161e-006
18.945;-6.91287e-006;-8.61804e-006;1.5391e-005;4.84667e-006
18.95;2.05422e-006;-1.10234e-005;1.69334e-005;4.06479e-006
18.955;7.48425e-006;-1.84614e-005;1.77766e-005;3.28145e-006
18.96;3.01602e-006;-2.68683e-005;1.7895e-005;2.50218e-006
18.965;-2.45844e-006;-2.81814e-005;1.73013e-005;1.73249e-006
18.97;-2.02992e-005;-1.71283e-005;1.60439e-005;9.77916e-007
18.975;1.40619e-005;3.55046e-006;1.42036e-005;2.43876e-007
18.98;9.31286e-006;2.41433e-005;1.18886e-005;-4.64292e-007
18.985;-7.73885e-006;3.45297e-005;9.22839e-006;-1.14141e-006
18.99;4.74361e-006;3.08078e-005;6.3666e-006;-1.78247e-006
18.995;-5.26581e-006;1.69426e-005;3.45322e-006;-2.38271e-006
19;-9.21333e-006;1.06319e-006;6.35837e-007;-2.93761e-006
19.005;7.99574e-006;-9.82365e-006;-1.94936e-006;-3.44297e-006
19.01;9.20683e-006;-1.28585e-005;-4.18633e-006;-3.89491e-006
19.015;6.28885e-007;-9.26058e-006;-5.98718e-006;-4.28988e-006
19.02;-1.58065e-005;-2.74831e-006;-7.29867e-006;-4.62476e-006
19.025;4.06161e-006;2.20519e-006;-8.10656e-006;-4.89684e-006
19.03;1.86368e-006;2.2636e-006;-8.43717e-006;-5.10381e-006
19.035;2.98487e-006;-2.82328e-006;-8.35573e-006;-5.24383e-006
19.04;7.18444e-006;-9.59967e-006;-7.96135e-006;-5.31553e-006
19.045;-6.94877e-006;-1.30254e-005;-7.37874e-006;-5.31801e-006
19.05;-7.68179e-006;-1.04074e-005;-6.74716e-006;-5.25083e-006
19.055;5.40518e-007;-3.78202e-006;-6.20741e-006;-5.11405e-006
19.06;4.57756e-006;1.89316e-006;-5.8879e-006;-4.9082e-006
19.065;7.2565e-006;3.44494e-006;-5.89113e-006;-4.63427e-006
19.07;5.92828e-006;2.52798e-006;-6.2819e-006;-4.29372e-006
19.075;-1.97733e-005;3.70605e-006;-7.07849e-006;-3.88845e-006
19.08;-2.27514e-006;9.26944e-006;-8.24787e-006;-3.42076e-006
19.085;9.54658e-006;1.61001e-005;-9.70569e-006;-2.89336e-006
19.09;7.46286e-006;1.80569e-005;-1.13214e-005;-2.30932e-006
19.095;-2.85841e-006;1.17594e-005;-1.2928e-005;-1.67205e-006
19.1;-6.91464e-006;1.36054e-007;-1.43365e-005;-9.85296e-007
19.105;3.30917e-006;-9.7265e-006;-1.53523e-005;-2.53021e-007
19.11;-6.52737e-006;-1.24337e-005;-1.57943e-005;5.2054e-007
19.115;7.94149e-006;-8.51514e-006;-1.5513e-005;1.33099e-006
19.12;2.32606e-008;-3.43405e-006;-1.44065e-005;2.17375e-006
19.125;7.82422e-007;-2.51368e-006;-1.24334e-005;3.04416e-006
19.13;-7.31752e-006;-6.31644e-006;-9.61994e-006;3.93746e-006
19.135;1.42724e-006;-1.03774e-005;-6.06178e-006;4.84889e-006
19.14;1.16191e-005;-9.43245e-006;-1.91928e-006;5.77368e-006
19.145;-8.15555e-008;-2.53507e-006;2.59331e-006;6.70715e-006
19.15;-2.60563e-005;5.46444e-006;7.22373e-006;7.64464e-006
19.155;6.46887e-006;7.87814e-006;1.17015e-005;8.58167e-006
19.16;2.60047e-005;2.62462e-006;1.57595e-005;9.5139e-006
19.165;3.16618e-006;-4.82345e-006;1.91563e-005;1.04372e-005
19.17;-2.21081e-005;-5.69327e-006;2.16957e-005;1.13475e-005
19.175;-1.4301e-005;3.72224e-006;2.32432e-005;1.22412e-005
19.18;4.20763e-006;1.75807e-005;2.37366e-005;1.31148e-005
19.185;3.09855e-005;2.48954e-005;2.31906e-005;1.39652e-005
19.19;4.31971e-006;1.90894e-005;2.16948e-005;1.47893e-005
19.195;-2.41818e-005;3.61888e-006;1.94047e-005;1.55846e-005
19.2;-2.17452e-005;-1.1391e-005;1.65272e-005;1.63488e-005
19.205;1.55034e-005;-1.76549e-005;1.33017e-005;1.70796e-005
19.21;3.7661e-005;-1.43661e-005;9.97902e-006;1.77753e-005
19.215;-2.07761e-005;-7.01822e-006;6.79903e-006;1.84345e-005
19.22;-2.53709e-005;-2.0363e-006;3.97037e-006;1.90559e-005
19.225;5.91011e-006;-2.16264e-006;1.65318e-006;1.96384e-005
19.23;1.69813e-005;-5.35138e-006;-5.3225e-008;2.01812e-005
19.235;1.89165e-005;-7.11512e-006;-1.11673e-006;2.06837e-005
19.24;-1.88849e-005;-4.57117e-006;-1.57251e-006;2.11455e-005
19.245;-4.2747e-005;7.92036e-007;-1.51683e-006;2.15662e-005
19.25;3.3551e-005;4.45078e-006;-1.09534e-006;2.19458e-005
19.255;2.8464e-005;3.75215e-006;-4.87109e-007;2.22839e-005
19.26;-4.60566e-006;1.43357e-006;1.14098e-007;2.25808e-005
19.265;-3.65999e-005;3.07535e-006;5.19412e-007;2.28362e-005
19.27;8.57175e-007;1.03193e-005;5.63573e-007;2.30503e-005
19.275;1.50566e-005;1.74435e-005;1.21021e-007;2.32229e-005
19.28;5.51084e-006;1.61714e-005;-8.82008e-007;2.33539e-005
19.285;5.87034e-006;4.47744e-006;-2.46035e-006;2.34432e-005
19.29;3.68726e-006;-1.00616e-005;-4.56832e-006;2.34905e-005
19.295;-2.68471e-005;-1.6692e-005;-7.10353e-006;2.34954e-005
19.3;-8.70432e-006;-1.16787e-005;-9.91572e-006;2.34574e-005
19.305;2.32688e-005;-1.8763e-006;-1.28197e-005;2.33758e-005
19.31;1.9545e-005;2.1779e-006;-1.56109e-005;2.32497e-005
19.315;-2.06118e-005;-3.23964e-006;-1.80827e-005;2.30781e-005
19.32;-5.86101e-006;-1.14582e-005;-2.00432e-005;2.286e-005
19.325;2.7605e-006;-1.21231e-005;-2.1331e-005;2.2594e-005
19.33;-5.97239e-006;-1.41478e-006;-2.18275e-005;2.22786e-005
19.335;1.14516e-005;1.3986e-005;-2.14665e-005;2.19123e-005
19.34;1.83974e-006;2.25532e-005;-2.02382e-005;2.14935e-005
19.345;-2.34131e-006;1.76627e-005;-1.81899e-005;2.10202e-005
19.35;-5.13334e-006;2.7751e-006;-1.54215e-005;2.04907e-005
19.355;5.90425e-006;-1.18846e-005;-1.20773e-005;1.99031e-005
19.36;-1.0974e-005;-1.75585e-005;-8.33424e-006;1.92555e-005
19.365;2.76253e-006;-1.29348e-005;-4.38881e-006;1.85459e-005
19.37;1.30312e-005;-3.54884e-006;-4.41966e-007;1.77726e-005
19.375;-2.75944e-006;3.73287e-006;3.3152e-006;1.69339e-005
19.38;-9.89476e-006;5.8369e-006;6.71468e-006;1.60282e-005
19.385;-2.47141e-006;4.33222e-006;9.62243e-006;1.5054e-005
19.39;1.17121e-005;2.4797e-006;1.19461e-005;1.40103e-005
19.395;4.33951e-007;1.92839e-006;1.36389e-005;1.28959e-005
19.4;-1.23443e-005;1.92849e-006;1.47001e-005;1.17104e-005
19.405;6.02541e-006;1.1517e-006;1.51709e-005;1.04534e-005
19.41;-3.6617e-007;-1.18159e-007;1.51275e-005;9.12496e-006
19.415;1.01563e-005;1.34315e-007;1.46715e-005;7.72554e-006
19.42;-2.95042e-006;3.275e-006;1.39184e-005;6.25602e-006
19.425;-1.87833e-005;7.45819e-006;1.29857e-005;4.71774e-006
19.43;1.11247e-005;8.09893e-006;1.19815e-005;3.1125e-006
19.435;-1.00725e-005;2.0049e-006;1.09945e-005;1.44262e-006
19.44;3.76236e-005;-8.46443e-006;1.00871e-005;-2.89128e-007
19.445;-1.91708e-005;-1.61253e-005;9.2915e-006;-2.07941e-006
19.45;-1.79917e-005;-1.51833e-005;8.6088e-006;-3.9244e-006
19.455;-5.43841e-007;-7.21643e-006;8.01254e-006;-5.81977e-006
19.46;-4.15962e-007;-1.28876e-007;7.45471e-006;-7.76068e-006
19.465;3.06486e-005;-7.23442e-008;6.87436e-006;-9.74183e-006
19.47;5.9317e-007;-4.47768e-006;6.20757e-006;-1.17574e-005
19.475;-1.60611e-005;-4.31674e-006;5.3976e-006;-1.38012e-005
19.48;-3.13727e-005;5.78429e-006;4.40412e-006;-1.58666e-005
19.485;1.86412e-005;2.01564e-005;3.21037e-006;-1.79465e-005
19.49;2.15788e-005;2.61783e-005;1.82738e-006;-2.00335e-005
19.495;2.49143e-006;1.66832e-005;2.94791e-007;-2.21202e-005
19.5;-5.78207e-006;-1.89783e-006;-1.32199e-006;-2.41984e-005
19.505;-1.66097e-005;-1.45708e-005;-2.93796e-006;-2.62602e-005
19.51;-4.92847e-006;-1.16223e-005;-4.45737e-006;-2.82973e-005
19.515;5.07906e-006;2.1872e-006;-5.78428e-006;-3.03013e-005
19.52;1.54622e-005;1.20635e-005;-6.83358e-006;-3.2264e-005
19.525;1.25502e-005;6.92345e-006;-7.54124e-006;-3.4177e-005
19.53;-2.26381e-005;-1.06097e-005;-7.87255e-006;-3.60319e-005
19.535;-8.5776e-006;-2.68776e-005;-7.82732e-006;-3.78208e-005
19.54;7.85394e-006;-2.92408e-005;-7.4413e-006;-3.95357e-005
19.545;2.57821e-006;-1.61559e-005;-6.78371e-006;-4.1169e-005
19.55;5.35415e-006;2.99547e-006;-5.95081e-006;-4.27133e-005
19.555;9.04125e-007;1.66469e-005;-5.05629e-006;-4.41618e-005
19.56;-5.71427e-006;1.9742e-005;-4.21937e-006;-4.55078e-005
19.565;-1.70606e-006;1.53995e-005;-3.55198e-006;-4.67454e-005
19.57;-1.07241e-006;9.81622e-006;-3.14613e-006;-4.78689e-005
19.575;2.72835e-006;6.29216e-006;-3.06324e-006;-4.88733e-005
19.58;1.2936e-007;3.72815e-006;-3.32622e-006;-4.97542e-005
19.585;-3.17725e-007;-1.81282e-007;-3.91556e-006;-5.05078e-005
19.59;8.05481e-006;-5.24796e-006;-4.76967e-006;-5.11308e-005
19.595;-6.65189e-006;-8.58653e-006;-5.78976e-006;-5.16207e-005
19.6;-4.95871e-006;-7.82368e-006;-6.8487e-006;-5.19756e-005
19.605;-1.63728e-006;-3.92655e-006;-7.80319e-006;-5.21942e-005
19.61;1.79575e-006;-3.05502e-007;-8.50798e-006;-5.22759e-005
19.615;1.27774e-005;9.54088e-007;-8.83087e-006;-5.22209e-005
19.62;-6.02089e-007;1.3847e-006;-8.6669e-006;-5.20299e-005
19.625;-8.00226e-006;3.90583e-006;-7.95038e-006;-5.17042e-005
19.63;-1.09483e-005;8.18774e-006;-6.66355e-006;-5.12458e-005
19.635;2.49551e-006;9.18632e-006;-4.84079e-006;-5.06573e-005
19.64;1.07354e-005;1.72295e-006;-2.568e-006;-4.99417e-005
19.645;9.83052e-006;-1.27763e-005;2.30298e-008;-4.91027e-005
19.65;-2.14437e-006;-2.48341e-005;2.76482e-006;-4.81443e-005
19.655;-2.04611e-005;-2.3871e-005;5.46812e-006;-4.70711e-005
19.66;-2.72403e-006;-8.01781e-006;7.93837e-006;-4.5888e-005
19.665;1.4751e-005;1.27238e-005;9.99307e-006;-4.46004e-005
19.67;2.1701e-006;2.39613e-005;1.14787e-005;-4.32136e-005
19.675;5.57708e-006;1.89047e-005;1.2285e-005;-4.17335e-005
19.68;-9.13026e-006;4.05612e-006;1.23562e-005;-4.01661e-005
19.685;-4.99624e-006;-6.68092e-006;1.16968e-005;-3.85176e-005
19.69;1.75383e-006;-4.22365e-006;1.03723e-005;-3.67941e-005
19.695;6.03856e-007;8.02796e-006;8.50405e-006;-3.50019e-005
19.7;-5.69919e-007;1.76952e-005;6.25907e-006;-3.31472e-005
19.705;4.88986e-006;1.46518e-005;3.83548e-006;-3.12363e-005
19.71;1.49254e-005;-1.5002e-007;1.44484e-006;-2.92751e-005
19.715;-2.2397e-005;-1.59135e-005;-7.06819e-007;-2.72697e-005
19.72;-3.68158e-006;-2.17208e-005;-2.43758e-006;-2.52257e-005
19.725;1.41672e-006;-1.56437e-005;-3.60601e-006;-2.31488e-005
19.73;1.12259e-005;-5.19938e-006;-4.12389e-006;-2.10443e-005
19.735;5.23819e-006;4.56598e-007;-3.96398e-006;-1.89171e-005
19.74;2.66588e-007;-1.29896e-006;-3.16218e-006;-1.6772e-005
19.745;-1.20373e-005;-5.40794e-006;-1.81381e-006;-1.46135e-005
19.75;-1.86558e-005;-5.01975e-006;-6.45637e-008;-1.24455e-005
19.755;2.58297e-005;1.97259e-006;1.90323e-006;-1.02719e-005
19.76;8.04855e-006;1.156e-005;3.88747e-006;-8.09608e-006
19.765;-1.13432e-006;1.7404e-005;5.68483e-006;-5.92112e-006
19.77;-2.54205e-005;1.54728e-005;7.10914e-006;-3.74975e-006
19.775;7.59838e-006;6.13624e-006;8.00804e-006;-1.58441e-006
19.78;6.14764e-006;-6.31991e-006;8.27619e-006;5.72811e-007
19.785;1.15854e-005;-1.54813e-005;7.86409e-006;2.72008e-006
19.79;-5.34786e-006;-1.55611e-005;6.78165e-006;4.85587e-006
19.795;-1.06821e-005;-4.91419e-006;5.09641e-006;6.97888e-006
19.8;-4.51622e-006;1.16364e-005;2.92652e-006;9.08805e-006
19.805;3.43477e-006;2.44163e-005;4.29559e-007;1.11825e-005
19.81;2.50959e-005;2.4661e-005;-2.21199e-006;1.32615e-005
19.815;-1.95102e-005;1.06081e-005;-4.80688e-006;1.53245e-005
19.82;-3.40103e-006;-1.09029e-005;-7.17151e-006;1.73709e-005
19.825;-4.85278e-006;-2.86349e-005;-9.14496e-006;1.94004e-005
19.83;1.03147e-005;-3.36927e-005;-1.06013e-005;2.14125e-005
19.835;6.76562e-006;-2.42149e-005;-1.14585e-005;2.34069e-005
19.84;-8.14745e-006;-5.75866e-006;-1.16824e-005;2.5383e-005
19.845;1.25227e-006;1.19717e-005;-1.12869e-005;2.73402e-005
19.85;-1.1273e-005;2.01538e-005;-1.03296e-005;2.92779e-005
19.855;6.91683e-006;1.5579e-005;-8.90356e-006;3.11953e-005
19.86;1.01082e-005;2.79914e-006;-7.12779e-006;3.30915e-005
19.865;4.22945e-006;-8.25265e-006;-5.13504e-006;3.49651e-005
19.87;-1.13264e-005;-8.72671e-006;-3.06046e-006;3.68148e-005
19.875;-2.4742e-005;2.63223e-006;-1.03111e-006;3.86388e-005
19.88;3.09085e-005;1.81688e-005;8.42454e-007;4.04354e-005
19.885;6.55472e-006;2.68017e-005;2.47195e-006;4.22023e-005
19.89;-9.56735e-006;2.20754e-005;3.7942e-006;4.39369e-005
19.895;-9.60033e-006;6.29272e-006;4.7712e-006;4.56366e-005
19.9;4.43815e-008;-1.20283e-005;5.38786e-006;4.72981e-005
19.905;8.70975e-006;-2.43859e-005;5.64808e-006;4.89182e-005
19.91;3.14324e-007;-2.70326e-005;5.57007e-006;5.04931e-005
19.915;1.77415e-006;-2.15252e-005;5.18171e-006;5.20189e-005
19.92;-8.84329e-006;-1.21524e-005;4.51669e-006;5.34915e-005
19.925;1.00443e-006;-2.9276e-006;3.61189e-006;5.49061e-005
19.93;6.18172e-006;4.01284e-006;2.50637e-006;5.62583e-005
19.935;6.31986e-007;8.34281e-006;1.24183e-006;5.75431e-005
19.94;-4.18504e-006;1.05479e-005;-1.35837e-007;5.87553e-005
19.945;-3.1682e-006;1.09928e-005;-1.57447e-006;5.98898e-005
19.95;3.09164e-006;9.75478e-006;-3.01361e-006;6.0941e-005
19.955;2.68338e-006;7.14651e-006;-4.38343e-006;6.19037e-005
19.96;2.91518e-006;4.1123e-006;-5.60508e-006;6.27722e-005
19.965;-2.52855e-006;1.80953e-006;-6.59301e-006;6.3541e-005
19.97;-1.40109e-005;7.14322e-007;-7.25921e-006;6.42046e-005
19.975;1.21215e-005;3.24588e-007;-7.51952e-006;6.47576e-005
19.98;7.04794e-006;-1.07785e-007;-7.30119e-006;6.51947e-005
19.985;-2.63117e-006;-7.37831e-007;-6.5512e-006;6.55107e-005
19.99;-9.28404e-006;-1.32254e-006;-5.24431e-006;6.57005e-005
19.995;-3.24002e-006;-2.15108e-006;-3.38985e-006;6.57594e-005
20;1.31122e-005;-4.17903e-006;-1.03635e-006;6.5683e-005
20.005;-6.07316e-006;-7.6906e-006;1.72692e-006;6.5467e-005
20.01;4.03865e-006;-1.09192e-005;4.77186e-006;6.51076e-005
20.015;-2.31288e-006;-1.07144e-005;7.93721e-006;6.46013e-005
20.02;-5.46414e-006;-5.39321e-006;1.10377e-005;6.39453e-005
20.025;7.12026e-006;2.73537e-006;1.3876e-005;6.31367e-005
20.03;-3.52869e-006;8.11912e-006;1.6257e-005;6.21737e-005
20.035;-2.14283e-006;6.2887e-006;1.80021e-005;6.10545e-005
20.04;8.00967e-007;-1.51184e-006;1.89636e-005;5.97781e-005
20.045;9.5028e-006;-7.85721e-006;1.90373e-005;5.83441e-005
20.05;4.3235e-007;-4.49017e-006;1.8171e-005;5.67525e-005
20.055;-1.62853e-005;9.98943e-006;1.637e-005;5.5004e-005
20.06;4.3729e-006;2.67761e-005;1.36978e-005;5.30997e-005
20.065;-3.5958e-006;3.21501e-005;1.02716e-005;5.10417e-005
20.07;1.4971e-005;1.85111e-005;6.25453e-006;4.88323e-005
20.075;5.64694e-006;-7.85089e-006;1.84338e-006;4.64747e-005
20.08;-1.40438e-005;-2.99214e-005;-2.74544e-006;4.39726e-005
20.085;-5.12819e-006;-3.28163e-005;-7.29105e-006;4.13303e-005
20.09;-1.01322e-006;-1.60207e-005;-1.15829e-005;3.85527e-005
20.095;6.74019e-006;5.77589e-006;-1.5434e-005;3.56453e-005
20.1;3.00304e-006;1.46316e-005;-1.86904e-005;3.26142e-005
20.105;3.55846e-006;4.23967e-006;-2.12386e-005;2.9466e-005
20.11;2.06446e-006;-1.49841e-005;-2.30074e-005;2.62079e-005
20.115;-7.98804e-006;-2.50221e-005;-2.39666e-005;2.28475e-005
20.12;-1.89495e-005;-1.56726e-005;-2.41228e-005;1.9393e-005
20.125;1.79304e-005;7.04418e-006;-2.35119e-005;1.5853e-005
20.13;9.59729e-006;2.64553e-005;-2.21909e-005;1.22366e-005
20.135;-2.83104e-006;2.93868e-005;-2.02296e-005;8.55311e-006
20.14;-1.4427e-006;1.63671e-005;-1.77032e-005;4.81232e-006
20.145;-1.23136e-005;-3.78213e-007;-1.4687e-005;1.02431e-006
20.15;7.77292e-006;-8.23469e-006;-1.12536e-005;-2.80059e-006
20.155;-7.37518e-006;-4.28391e-006;-7.4733e-006;-6.65178e-006
20.16;1.26874e-005;4.12334e-006;-3.41629e-006;-1.05186e-005
20.165;-1.81993e-006;7.481e-006;8.42481e-007;-1.43899e-005
20.17;-2.207e-006;2.75921e-006;5.21799e-006;-1.82549e-005
20.175;1.05146e-005;-5.04371e-006;9.60997e-006;-2.21024e-005
20.18;-3.87548e-005;-8.88385e-006;1.38991e-005;-2.59213e-005
20.185;4.21614e-005;-6.85354e-006;1.7946e-005;-2.97007e-005
20.19;-1.29031e-005;-3.73871e-006;2.15931e-005;-3.34295e-005
20.195;-9.22594e-006;-5.80031e-006;2.46707e-005;-3.7097e-005
20.2;8.51367e-006;-1.38984e-005;2.70068e-005;-4.06924e-005
20.205;1.5389e-006;-2.14524e-005;2.84393e-005;-4.42053e-005
20.21;1.09861e-005;-1.9451e-005;2.88308e-005;-4.76255e-005
20.215;-3.40023e-005;-4.55309e-006;2.8084e-005;-5.09432e-005
20.22;1.89945e-005;1.67199e-005;2.61555e-005;-5.41487e-005
20.225;5.72138e-006;3.18595e-005;2.3067e-005;-5.72329e-005
20.23;4.34044e-007;3.1677e-005;1.89124e-005;-6.01871e-005
20.235;-1.95239e-006;1.74607e-005;1.38583e-005;-6.3003e-005
20.24;-1.02082e-005;-3.88761e-008;8.13913e-006;-6.56726e-005
20.245;9.29876e-006;-8.97936e-006;2.0454e-006;-6.81888e-005
20.25;-2.61301e-006;-5.3203e-006;-4.09412e-006;-7.05447e-005
20.255;-2.22368e-006;4.72699e-006;-9.93448e-006;-7.2734e-005
20.26;-5.94157e-007;1.02261e-005;-1.51397e-005;-7.47512e-005
20.265;1.31595e-005;4.31403e-006;-1.94086e-005;-7.65912e-005
20.27;-6.68769e-006;-1.05938e-005;-2.24985e-005;-7.82496e-005
20.275;-1.1662e-005;-2.48171e-005;-2.4246e-005;-7.97225e-005
20.28;2.7732e-006;-2.85778e-005;-2.45804e-005;-8.10068e-005
20.285;9.6459e-006;-1.87608e-005;-2.35312e-005;-8.20998e-005
20.29;5.5578e-006;-8.06024e-007;-2.12259e-005;-8.29996e-005
20.295;-1.21356e-005;1.48312e-005;-1.78806e-005;-8.37049e-005
20.3;-3.50984e-006;1.90154e-005;-1.37826e-005;-8.42151e-005
20.305;1.26425e-006;9.51782e-006;-9.26693e-006;-8.45298e-005
20.31;8.77106e-006;-7.10157e-006;-4.68909e-006;-8.46497e-005
20.315;3.45205e-006;-1.88741e-005;-3.95756e-007;-8.45758e-005
20.32;1.10231e-006;-1.59795e-005;3.30301e-006;-8.43096e-005
20.325;-2.18984e-005;1.96227e-006;6.15832e-006;-8.38531e-005
20.33;-2.9132e-006;2.45473e-005;8.0012e-006;-8.32091e-005
20.335;3.32982e-005;3.73337e-005;8.75406e-006;-8.23805e-005
20.34;-1.198e-005;3.21908e-005;8.43394e-006;-8.13709e-005
20.345;-2.47063e-006;1.30085e-005;7.14743e-006;-8.0184e-005
20.35;-7.4133e-006;-7.9379e-006;5.07783e-006;-7.88242e-005
20.355;-2.40076e-006;-1.96141e-005;2.46618e-006;-7.7296e-005
20.36;6.88075e-006;-1.95659e-005;-4.12177e-007;-7.56042e-005
20.365;2.34634e-006;-1.34645e-005;-3.27291e-006;-7.37541e-005
20.37;6.54752e-006;-8.66078e-006;-5.84771e-006;-7.17509e-005
20.375;-7.66998e-006;-8.24763e-006;-7.90646e-006;-6.96002e-005
20.38;-5.10334e-006;-1.03053e-005;-9.27483e-006;-6.73077e-005
20.385;-2.22224e-006;-1.13877e-005;-9.84577e-006;-6.48792e-005
20.39;5.86935e-006;-9.8054e-006;-9.58425e-006;-6.23207e-005
20.395;6.17617e-006;-5.8228e-006;-8.52521e-006;-5.9638e-005
20.4;3.6253e-007;6.26384e-008;-6.76532e-006;-5.68373e-005
20.405;-4.45349e-006;7.79263e-006;-4.44999e-006;-5.39245e-005
20.41;-1.41147e-005;1.64734e-005;-1.75702e-006;-5.09057e-005
20.415;1.18204e-005;2.32382e-005;1.12111e-006;-4.7787e-005
20.42;7.61586e-006;2.44616e-005;3.99443e-006;-4.45743e-005
20.425;-1.3698e-006;1.86923e-005;6.69064e-006;-4.12735e-005
20.43;-9.50212e-006;8.34202e-006;9.06683e-006;-3.78905e-005
20.435;-3.44917e-007;-1.81923e-006;1.10171e-005;-3.44311e-005
20.44;6.28589e-006;-8.1435e-006;1.24759e-005;-3.09012e-005
20.445;1.69051e-006;-1.0477e-005;1.34166e-005;-2.73064e-005
20.45;-5.76711e-006;-1.14887e-005;1.38476e-005;-2.36524e-005
20.455;-1.59893e-006;-1.37476e-005;1.3805e-005;-1.99449e-005
20.46;8.82923e-006;-1.71249e-005;1.33448e-005;-1.61894e-005
20.465;-3.69822e-006;-1.86956e-005;1.25339e-005;-1.23916e-005
20.47;-2.08951e-006;-1.52276e-005;1.14432e-005;-8.55714e-006
20.475;-3.79084e-007;-6.18238e-006;1.01411e-005;-4.69158e-006
20.48;-3.80312e-006;5.36412e-006;8.69213e-006;-1.18487e-006
20.485;7.31969e-006;1.47371e-005;7.14876e-006;2.56203e-006
20.49;4.64045e-006;1.88702e-005;5.55608e-006;6.3218e-006
20.495;-1.00026e-005;1.79114e-005;3.953e-006;1.00886e-005
20.5;2.11119e-006;1.40445e-005;2.37349e-006;1.38565e-005
20.505;1.30994e-006;9.07787e-006;8.48688e-007;1.76194e-005
20.51;-6.1822e-006;3.39811e-006;-5.91561e-007;2.13709e-005
20.515;7.49128e-006;-2.83716e-006;-1.91796e-006;2.51045e-005
20.52;5.38068e-006;-8.03797e-006;-3.10219e-006;2.88135e-005
20.525;-2.40056e-006;-9.50179e-006;-4.11844e-006;3.24908e-005
20.53;-1.38735e-005;-5.99231e-006;-4.94565e-006;3.61293e-005
20.535;-3.31014e-006;-2.68933e-008;-5.57033e-006;3.97215e-005
20.54;3.07002e-005;2.99105e-006;-5.98919e-006;4.32596e-005
20.545;-1.44283e-005;-1.1914e-006;-6.21117e-006;4.67356e-005
20.55;-1.34979e-005;-1.1624e-005;-6.25849e-006;5.01412e-005
20.555;4.7439e-006;-2.15494e-005;-6.16633e-006;5.3468e-005
20.56;6.11061e-006;-2.21678e-005;-5.98093e-006;5.67073e-005
20.565;1.12242e-005;-8.72477e-006;-5.75645e-006;5.985e-005
20.57;-8.07251e-006;1.47814e-005;-5.55055e-006;6.28871e-005
20.575;-1.49125e-005;3.59549e-005;-5.41931e-006;6.58093e-005
20.58;-6.59312e-006;4.08237e-005;-5.41194e-006;6.86072e-005
20.585;2.01707e-005;2.38917e-005;-5.56582e-006;7.12715e-005
20.59;2.78825e-005;-6.01453e-006;-5.90237e-006;7.37925e-005
20.595;-2.5715e-005;-3.03281e-005;-6.42428e-006;7.61608e-005
20.6;-3.32603e-005;-3.3939e-005;-7.11411e-006;7.83672e-005
20.605;1.40151e-005;-1.66734e-005;-7.93471e-006;8.04022e-005
20.61;2.79576e-005;7.05369e-006;-8.83117e-006;8.22569e-005
20.615;3.24731e-006;2.02255e-005;-9.73412e-006;8.39223e-005
20.62;-1.46068e-005;1.6141e-005;-1.05642e-005;8.53902e-005
20.625;-1.57929e-005;1.479e-006;-1.12373e-005;8.66523e-005
20.63;4.67138e-006;-1.14069e-005;-1.16698e-005;8.77009e-005
20.635;1.46884e-005;-1.46317e-005;-1.17844e-005;8.85291e-005
20.64;-2.05249e-006;-8.87822e-006;-1.15148e-005;8.91302e-005
20.645;-2.06395e-007;-1.08589e-007;-1.08099e-005;8.94984e-005
20.65;-5.51176e-006;6.20138e-006;-9.63759e-006;8.96284e-005
20.655;-1.61795e-006;8.1754e-006;-7.98686e-006;8.9516e-005
20.66;1.37574e-006;6.89811e-006;-5.8692e-006;8.91574e-005
20.665;2.8186e-006;4.26455e-006;-3.319e-006;8.85502e-005
20.67;3.03026e-006;1.62161e-006;-3.92937e-007;8.76924e-005
20.675;-3.23766e-006;-3.89282e-007;2.83153e-006;8.65834e-005
20.68;-2.35856e-006;-1.61573e-006;6.25845e-006;8.52234e-005
20.685;1.75032e-009;-2.29702e-006;9.77637e-006;8.36137e-005
20.69;1.14556e-006;-2.82431e-006;1.3262e-005;8.17565e-005
20.695;2.64928e-006;-3.18938e-006;1.65845e-005;7.96554e-005
20.7;-2.15142e-006;-2.67237e-006;1.96103e-005;7.73147e-005
20.705;1.74888e-006;-4.57698e-007;2.22083e-005;7.47402e-005
20.71;-1.55407e-006;3.0842e-006;2.42559e-005;7.19384e-005
20.715;-1.17641e-006;5.79995e-006;2.56441e-005;6.8917e-005
